,sqft_living,sqft_above,bathrooms,view,grade,price
11722,1350,930,2.25,0,7,245000
11723,3060,1530,2.5,0,8,400000
11724,1850,1850,2.75,0,8,303000
11725,1320,1320,1.75,0,7,330000
11726,1990,1990,1.75,3,9,700000
11727,610,610,1.0,0,5,126000
11728,2500,2500,1.0,0,7,850000
11729,1440,1440,2.0,0,7,405000
11730,2750,1770,4.5,0,8,869900
11731,1790,1790,1.75,2,8,485000
11732,1050,720,2.0,0,8,400000
11733,1780,1780,2.5,0,7,299950
11734,2200,2200,2.5,0,8,585000
11735,1720,1470,2.0,0,7,495000
11736,5840,4570,4.5,0,12,2200000
11737,1520,1520,2.25,0,7,447000
11738,1320,1320,1.0,0,7,206000
11739,1070,950,1.0,0,7,500000
11740,1990,1990,2.5,0,8,302500
11741,4980,3080,4.25,3,9,1250000
11742,890,890,1.0,0,6,391000
11743,1440,1440,2.0,0,7,250000
11744,2440,2440,2.5,0,7,435000
11745,1800,1440,2.25,0,7,160000
11746,2260,1330,3.0,0,7,451000
11747,810,810,1.0,0,6,206000
11748,2240,1540,2.75,0,7,590000
11749,4560,3800,2.5,0,9,695000
11750,1550,1550,1.5,0,7,350000
11751,3180,2420,3.5,0,10,1240000
11752,2950,1700,2.25,0,7,395000
11753,2190,2190,3.0,0,7,419000
11754,1570,1570,2.0,0,8,592350
11755,3420,2620,3.25,0,9,855000
11756,2420,2420,2.5,0,9,771000
11757,1570,1570,2.25,3,7,325000
11758,3680,2630,3.25,0,9,1850000
11759,1910,1210,1.75,0,7,545000
11760,1780,990,1.75,0,7,615000
11761,2160,1300,1.0,0,6,625500
11762,1460,1460,1.5,0,7,232000
11763,1370,1370,1.5,0,6,168000
11764,1370,1370,1.5,0,6,238000
11765,1500,1500,2.5,0,8,260000
11766,1210,1210,1.75,0,7,460000
11767,2850,1680,2.5,1,8,900000
11768,1090,1090,1.0,0,6,289950
11769,1450,1450,1.75,0,7,265000
11770,1820,1340,2.25,0,8,465000
11771,1320,1320,1.5,0,7,370000
11772,1670,1670,1.5,0,7,240000
11773,1440,1440,2.0,0,5,232000
11774,980,980,1.0,0,7,237502
11775,4340,2850,3.5,0,10,1280000
11776,2860,1430,2.25,0,8,957000
11777,1140,1140,1.5,0,6,218000
11778,1120,1120,1.5,0,7,205000
11779,1460,1130,3.25,0,8,350000
11780,2050,2050,2.5,0,7,256000
11781,1250,1000,1.0,0,7,275000
11782,2520,2520,2.5,0,9,372000
11783,2580,1760,3.25,1,9,688888
11784,1200,1200,1.0,0,7,170000
11785,2140,1070,2.25,0,7,530000
11786,3440,3440,3.25,0,11,905000
11787,1800,1080,2.5,0,7,365000
11788,1790,1290,2.5,0,7,312000
11789,1250,1250,1.75,0,7,400000
11790,800,800,2.0,0,6,278750
11791,1410,1410,2.0,0,8,510000
11792,1330,1330,2.25,0,8,527700
11793,2890,2190,2.75,0,9,740000
11794,2550,2550,2.5,0,9,512000
11795,2880,2880,2.5,0,8,362000
11796,660,660,1.0,0,5,225000
11797,1470,1470,2.25,0,7,491500
11798,1700,1320,1.75,0,8,429950
11799,1040,1040,1.0,0,7,375000
11800,880,880,1.0,0,6,199400
11801,2490,2490,2.5,2,9,364900
11802,1210,1210,1.5,0,7,324950
11803,2080,1040,2.0,0,6,467000
11804,1380,1380,1.0,0,7,380000
11805,1620,1620,2.25,0,7,250000
11806,1680,1680,1.0,0,7,700000
11807,1330,1330,1.0,0,6,206990
11808,1730,970,1.75,0,7,670000
11809,790,790,1.0,0,6,315000
11810,2240,2240,2.5,0,8,319950
11811,1500,1500,1.5,0,7,419000
11812,1800,1800,2.0,0,8,205000
11813,1980,1980,2.5,0,7,335000
11814,1340,1340,1.75,0,7,397000
11815,750,750,1.0,0,7,370000
11816,1790,1170,2.25,0,7,330000
11817,5490,2910,3.5,4,12,1790000
11818,1940,1140,2.0,0,7,399000
11819,2670,2670,1.75,4,8,400000
11820,1220,1220,2.0,0,7,249900
11821,1310,1090,1.5,0,7,717000
11822,1930,1930,2.5,0,8,319000
11823,2100,2100,3.0,0,8,635000
11824,1180,1180,1.0,0,7,355000
11825,4320,4320,3.25,0,12,1600000
11826,3140,2320,1.75,0,7,585000
11827,2320,1160,2.0,0,7,320000
11828,2110,2110,1.75,0,7,305495
11829,1790,1670,2.0,1,7,240000
11830,1740,1740,2.5,0,7,199950
11831,3820,3820,3.25,0,10,1620000
11832,2050,1750,3.5,4,9,770000
11833,1680,1680,2.25,0,8,255000
11834,1930,1930,2.25,0,8,289000
11835,3760,2470,3.0,0,8,494500
11836,2370,1650,2.25,0,8,746000
11837,2120,2120,3.0,0,8,385000
11838,2370,2370,2.5,0,8,688100
11839,2350,1690,2.5,0,8,870300
11840,1180,1180,1.0,0,7,310000
11841,2270,2270,2.5,0,8,500000
11842,1830,1400,2.25,0,7,255000
11843,3910,1970,2.75,0,9,1480000
11844,890,890,1.0,0,6,154500
11845,1820,1260,2.25,0,7,425000
11846,2440,2440,2.5,0,10,700000
11847,1110,740,1.0,0,6,410500
11848,1870,1210,2.0,0,7,432000
11849,1240,1240,1.5,0,8,530000
11850,1560,1560,2.0,0,7,465000
11851,1910,1910,2.5,0,8,498688
11852,2200,1600,1.0,0,9,573500
11853,2530,2530,2.75,0,8,349900
11854,1130,1130,1.0,0,7,220000
11855,820,820,1.0,0,6,260000
11856,960,960,1.0,0,6,290000
11857,1980,1780,1.5,0,8,615000
11858,3370,2250,3.5,0,10,730000
11859,7420,7420,3.25,3,12,1950000
11860,1800,1800,2.25,0,7,332500
11861,3990,2820,3.5,0,9,650000
11862,4070,3390,2.5,0,8,1400000
11863,1640,1480,1.75,0,7,465000
11864,3730,2460,3.25,0,10,690000
11865,1220,1220,1.75,0,7,289900
11866,3490,2570,3.5,0,9,1620000
11867,1730,1730,2.5,0,7,339950
11868,3430,3430,2.75,0,8,367999
11869,2320,2320,2.5,0,7,380000
11870,2030,2030,1.75,0,7,440000
11871,4850,4850,4.0,0,10,975000
11872,1340,1340,1.5,0,7,309500
11873,1130,1130,1.0,0,6,350000
11874,1180,1180,2.0,0,6,215000
11875,910,910,1.0,0,6,254000
11876,1630,1630,1.75,3,7,567000
11877,710,710,1.0,0,7,402000
11878,1520,1520,1.0,0,5,365000
11879,2820,2820,2.5,0,9,625000
11880,1970,1970,1.75,0,7,432000
11881,2240,1700,3.0,0,8,335500
11882,1860,1020,1.75,2,8,672500
11883,1780,1780,1.0,0,6,336000
11884,1788,1788,2.5,0,7,294400
11885,1880,1880,2.5,0,8,541900
11886,2300,1520,1.75,0,8,505000
11887,1610,1610,2.5,0,7,255000
11888,2270,1470,2.5,0,7,435000
11889,1230,1230,1.75,0,7,636000
11890,3420,3420,3.5,0,9,655000
11891,1670,1370,1.5,0,7,280500
11892,1120,900,1.0,0,7,520000
11893,2580,2580,2.5,0,8,354000
11894,3847,2299,2.75,2,9,810000
11895,3630,2300,2.5,0,9,400000
11896,3580,1840,2.75,0,10,879900
11897,4050,2780,4.0,0,10,1290000
11898,3240,2130,3.5,0,10,902500
11899,1540,1540,1.75,0,7,900000
11900,2550,2550,2.5,2,7,419500
11901,2340,1270,2.0,0,8,685000
11902,2320,2320,2.5,0,8,429950
11903,1640,1640,2.5,0,7,464950
11904,910,910,1.0,0,6,239900
11905,2550,2550,3.25,0,8,406250
11906,2660,2660,2.5,0,8,447000
11907,1480,1480,2.5,0,7,466800
11908,2810,1740,2.5,0,7,674000
11909,830,830,1.0,0,7,525000
11910,3510,3510,2.75,0,10,674950
11911,2480,2480,2.5,0,7,374900
11912,3720,2720,3.0,0,9,1440000
11913,2150,2150,2.25,0,8,559500
11914,2370,2370,2.5,0,9,522500
11915,4310,4310,2.5,0,10,1130000
11916,2990,2990,2.75,0,8,498500
11917,1350,1350,1.0,0,8,571000
11918,2370,1600,2.0,0,7,543000
11919,1410,1410,2.0,0,7,271920
11920,1170,1170,1.0,0,6,104950
11921,1800,1800,2.5,0,8,485500
11922,3650,2530,2.75,2,9,1210000
11923,1490,1490,1.75,0,7,260250
11924,3610,3610,2.5,0,10,875909
11925,2050,1250,1.75,0,7,455000
11926,1092,1092,1.0,0,6,309000
11927,2010,1170,2.25,0,8,229000
11928,1680,1680,2.0,0,7,250000
11929,2510,2510,2.0,0,9,600000
11930,2280,2280,2.5,0,8,535000
11931,2510,2510,2.5,0,7,571000
11932,3190,1690,2.75,3,9,1030000
11933,4690,3680,3.25,2,10,600000
11934,1850,1300,2.25,0,7,469500
11935,4160,3040,3.0,0,11,1150000
11936,2220,1970,1.5,0,8,785000
11937,2870,2870,2.5,0,10,872750
11938,3950,2050,2.75,3,10,900000
11939,1740,1740,1.75,0,8,350000
11940,4780,3660,3.0,0,10,2580000
11941,3160,3160,2.5,0,10,940000
11942,1990,1990,1.75,0,7,185000
11943,3920,3920,3.5,0,10,850000
11944,960,960,1.0,0,7,201000
11945,1540,1540,1.5,0,7,499000
11946,1970,1970,2.5,0,7,315000
11947,1880,1880,2.5,0,8,509950
11948,2000,1260,2.75,0,8,286300
11949,1990,1310,2.5,0,8,590000
11950,1400,1400,1.0,0,6,325000
11951,3190,3190,2.5,0,9,625000
11952,1000,1000,1.5,0,7,378000
11953,1670,1170,1.75,0,7,239950
11954,2100,1060,2.0,0,7,550000
11955,1010,1010,1.0,0,6,325000
11956,2030,1630,2.5,0,7,831000
11957,1090,1090,1.0,0,6,249000
11958,2440,1390,1.75,0,7,484000
11959,2500,2500,3.0,0,9,395000
11960,3420,3420,2.5,0,9,839900
11961,2850,2850,2.5,0,8,760000
11962,2030,1530,1.5,0,8,750000
11963,4590,3450,3.75,0,11,3000000
11964,2230,2230,2.5,0,7,440000
11965,1810,1170,1.75,0,8,501000
11966,4000,4000,4.5,0,7,739000
11967,1490,1490,1.75,0,8,685650
11968,4225,4225,4.5,0,11,1010000
11969,2120,1920,1.75,0,8,980000
11970,1030,1030,1.5,0,7,275000
11971,2310,1650,1.75,0,7,319950
11972,1830,1830,2.25,0,8,448500
11973,2120,2120,2.0,0,7,437000
11974,2500,1250,1.5,0,7,330000
11975,2470,2470,2.5,0,8,365000
11976,940,940,1.0,0,6,329000
11977,3260,1630,2.75,0,8,681500
11978,1660,1370,2.25,0,8,566000
11979,4370,4370,3.0,0,10,897500
11980,2620,2620,2.5,0,9,738000
11981,1500,1500,1.75,0,7,185000
11982,910,830,1.0,1,7,445000
11983,1430,1430,1.75,0,6,175000
11984,900,760,1.0,0,6,315000
11985,1250,1250,1.75,0,6,445000
11986,3850,2290,3.0,0,9,1400000
11987,3450,3450,2.5,0,10,832500
11988,3950,3950,3.5,0,10,771150
11989,1950,1950,1.5,0,6,225000
11990,1700,1700,2.5,0,7,389950
11991,2370,2370,2.5,0,7,435000
11992,1600,1600,1.75,0,7,845000
11993,4060,2660,1.75,0,9,1300000
11994,1322,1087,2.25,0,8,350000
11995,1140,1140,1.75,0,7,250000
11996,1280,1080,1.5,0,7,370000
11997,3080,3080,2.5,0,8,750000
11998,1210,910,1.75,0,7,439950
11999,1950,1950,1.75,0,7,395000
12000,1450,1450,1.0,0,6,375000
12001,1590,1590,2.25,0,7,263000
12002,1240,1240,1.0,0,7,185000
12003,1440,790,1.0,0,7,500000
12004,3470,3470,2.5,0,10,920000
12005,5100,3640,3.75,0,10,936000
12006,2430,1340,1.75,2,8,1500000
12007,2420,1420,2.25,0,8,1100000
12008,1510,1150,2.5,0,7,247000
12009,1200,1200,1.0,0,7,289500
12010,2240,2240,2.5,0,7,432500
12011,1870,970,1.75,0,7,680000
12012,1110,1110,1.0,0,7,589000
12013,3210,2040,2.0,0,7,756450
12014,2090,1230,1.75,0,8,536650
12015,1320,1320,2.25,0,7,540000
12016,1340,1340,1.75,0,7,385000
12017,1020,1020,1.0,0,7,485000
12018,1220,1220,2.0,0,7,240000
12019,1220,1220,2.0,0,7,415500
12020,1390,1390,2.0,0,7,550000
12021,2970,2970,2.0,0,9,1260000
12022,1440,1440,2.0,0,7,430000
12023,1550,830,1.75,3,7,415000
12024,1904,1904,2.5,0,7,365000
12025,1400,1400,1.5,0,7,257000
12026,2140,2140,2.5,0,8,420000
12027,1320,1320,1.75,0,7,338995
12028,2620,1330,1.75,0,7,615000
12029,2300,2300,0.5,0,8,312500
12030,2000,2000,2.5,0,8,513000
12031,2960,2210,2.75,3,9,857500
12032,2700,2700,2.75,1,10,1060000
12033,1740,1150,1.75,3,8,585000
12034,1770,1770,2.5,0,7,350500
12035,1290,1290,2.0,0,7,215000
12036,1450,1450,2.0,0,7,440000
12037,1420,1130,2.25,0,7,270000
12038,1330,1330,0.75,0,7,385000
12039,1760,1760,1.75,3,7,688500
12040,2010,1230,1.75,0,7,700000
12041,2560,1280,2.0,0,8,585000
12042,1260,1260,1.5,0,7,401000
12043,2420,1890,2.25,0,8,655000
12044,1010,1010,1.0,0,6,317000
12045,1770,1770,2.5,0,6,500000
12046,890,890,1.0,0,6,314963
12047,1670,1670,1.5,2,7,715000
12048,1360,1360,2.25,0,7,280000
12049,2120,2120,2.5,0,9,531000
12050,1910,1910,2.5,0,8,617000
12051,1480,1480,1.0,0,7,440000
12052,1090,1090,1.0,0,7,140000
12053,1670,1670,1.75,0,8,661000
12054,1670,1670,1.75,0,8,697000
12055,3650,2750,2.75,0,9,1200000
12056,1970,1030,2.0,0,8,535000
12057,1320,1320,2.0,0,6,404500
12058,1710,1100,1.0,0,7,396500
12059,1740,1180,2.25,0,8,450000
12060,2200,1740,3.25,0,8,605000
12061,2010,2010,2.0,2,9,699000
12062,3910,3910,3.0,0,11,805000
12063,470,470,0.75,0,4,156000
12064,2330,1780,2.5,0,8,595000
12065,1930,1930,1.75,0,6,285000
12066,3270,3270,2.5,0,9,725000
12067,1650,1650,2.5,0,8,216300
12068,2220,1260,2.75,0,7,410000
12069,2470,1140,1.75,3,7,597000
12070,1300,1300,1.0,0,7,325000
12071,2530,1530,2.75,0,7,355000
12072,2400,1200,1.5,0,7,338000
12073,1500,1500,2.25,0,7,210000
12074,1700,1700,1.75,0,7,423000
12075,2120,1170,1.5,0,7,249500
12076,2240,2240,2.5,0,8,325000
12077,1540,1070,1.75,0,7,257000
12078,1890,1890,1.75,3,8,550000
12079,1260,1260,1.0,0,7,490000
12080,1160,1160,1.5,0,7,299000
12081,1300,1300,1.0,0,6,295000
12082,3220,3220,2.5,0,8,630000
12083,2020,1010,1.5,0,7,320000
12084,2990,2100,2.5,0,8,1110000
12085,1420,1420,1.0,0,7,398000
12086,1020,1020,1.0,0,7,218000
12087,2400,2400,2.75,0,8,590000
12088,3640,2540,3.0,3,10,1600000
12089,1550,1550,2.25,0,8,348500
12090,1870,1870,2.0,0,8,592500
12091,2340,2340,2.5,0,8,505000
12092,3350,2260,4.25,0,10,1430000
12093,1710,1140,1.0,0,7,502000
12094,1180,1180,2.0,0,7,257500
12095,1600,1600,1.5,0,7,405000
12096,1300,1300,1.75,0,7,427000
12097,1040,1040,1.5,0,7,290000
12098,1220,1220,1.0,0,7,222000
12099,2240,2240,2.5,0,8,315000
12100,1420,1420,1.5,0,7,371000
12101,1580,1580,1.75,0,7,279900
12102,2390,1890,1.5,0,7,250000
12103,2260,1400,2.25,0,8,599000
12104,1890,1890,1.75,0,7,267300
12105,1830,1070,1.75,2,7,585000
12106,1000,1000,1.75,0,6,350000
12107,2180,1480,1.75,0,8,506000
12108,2320,2320,2.0,0,8,400000
12109,840,840,1.0,0,6,151100
12110,840,840,1.0,0,6,251000
12111,2350,1430,2.25,0,8,555000
12112,2040,2040,1.75,0,7,467500
12113,2370,2370,2.5,0,8,479000
12114,1590,1060,2.0,0,7,247000
12115,1380,1380,1.0,0,7,299500
12116,1940,1270,1.5,0,7,306888
12117,3320,3320,2.5,0,9,675000
12118,1090,1090,1.0,0,7,577000
12119,1650,1090,1.5,0,7,219950
12120,1110,1110,1.5,0,6,375000
12121,2110,1530,2.5,0,7,650000
12122,1850,1850,3.0,0,6,975000
12123,600,600,1.0,0,6,229000
12124,2760,1730,2.5,0,8,575000
12125,2970,1560,1.75,4,9,815000
12126,2300,1350,1.75,0,7,525000
12127,2030,1720,2.5,0,8,471000
12128,2160,1260,1.75,0,8,450000
12129,1650,1650,2.0,0,7,590000
12130,3140,2200,2.5,0,8,744000
12131,2690,2690,2.25,0,9,460000
12132,1940,1290,2.5,0,7,299000
12133,1220,1220,1.0,0,6,231000
12134,1300,1300,1.0,0,6,195000
12135,1660,1130,1.75,0,7,305000
12136,3390,2530,1.5,0,8,895000
12137,2310,1890,1.5,0,7,1110000
12138,950,950,1.0,0,7,339000
12139,2400,1370,3.75,0,7,885000
12140,1780,1050,1.0,0,6,375000
12141,1280,1280,1.5,0,7,367400
12142,1930,1430,2.0,0,7,700000
12143,2560,1870,2.25,0,8,667000
12144,920,920,1.0,0,6,200000
12145,1900,1900,2.5,0,8,552775
12146,2270,1270,2.0,0,6,452000
12147,2080,1360,2.5,0,8,418000
12148,1460,1460,1.75,0,8,601500
12149,1670,1670,1.75,0,8,600000
12150,2810,2810,2.5,0,9,340000
12151,2370,2370,2.5,0,8,310000
12152,1700,1700,1.75,0,8,290000
12153,1630,1630,1.0,0,7,438000
12154,2930,1660,2.75,0,8,718000
12155,860,860,1.0,0,6,200000
12156,1980,1980,2.0,0,9,479900
12157,2080,2080,2.5,0,9,400000
12158,1060,1060,1.0,0,7,219950
12159,1590,1590,2.5,0,7,300000
12160,1980,1290,2.25,0,7,437000
12161,1720,860,2.0,0,7,350000
12162,1350,1350,1.75,0,7,626000
12163,2080,2080,2.5,0,8,490000
12164,2090,2090,2.5,0,8,289000
12165,2030,2030,2.5,0,7,595000
12166,2680,2680,2.25,0,9,676000
12167,1820,1220,1.75,0,7,389000
12168,1300,1300,2.0,0,7,240000
12169,2210,2210,2.5,0,8,382500
12170,1400,1400,2.0,0,7,511555
12171,2040,1540,1.75,0,8,710500
12172,2420,1860,2.5,0,8,429000
12173,1920,1920,1.75,0,7,170000
12174,3860,2630,3.25,4,10,2140000
12175,2760,1430,2.75,0,7,480000
12176,3450,2640,3.75,4,10,1670000
12177,1040,1040,1.0,0,6,225000
12178,2220,2040,1.75,2,8,615000
12179,2470,2470,2.5,3,7,438950
12180,1300,1300,1.75,0,7,242000
12181,1960,1460,2.5,0,8,560000
12182,2040,2040,1.5,2,8,857500
12183,3030,3030,2.5,0,9,685000
12184,2260,2260,3.0,0,7,486000
12185,2670,2670,2.5,0,9,749000
12186,1520,1520,2.5,0,7,260000
12187,3610,2610,1.75,2,10,1020000
12188,1130,930,1.75,0,7,565000
12189,1480,1480,2.0,0,7,355000
12190,3540,3540,2.0,3,9,775000
12191,2100,1050,2.25,0,7,335000
12192,3366,2966,4.0,2,8,1300000
12193,1810,1810,1.75,0,7,545000
12194,1680,1680,1.75,0,7,540000
12195,2450,1540,1.75,2,8,687500
12196,1150,1150,2.0,0,7,115000
12197,1150,1150,2.0,0,7,227000
12198,3240,3240,2.5,2,9,870000
12199,3480,3480,2.5,0,11,1190000
12200,2800,2800,2.5,0,9,375000
12201,3240,1620,2.75,2,8,902000
12202,1480,940,1.5,0,6,269500
12203,1700,1200,1.0,0,6,570000
12204,1240,1040,1.0,0,7,359950
12205,3720,2880,3.5,0,10,1450000
12206,1910,1910,2.5,0,8,615000
12207,2120,2120,2.0,0,7,250000
12208,3020,3020,2.5,0,7,530000
12209,2250,2250,2.0,0,7,474950
12210,1650,1650,2.0,0,7,490000
12211,880,880,1.5,0,7,210000
12212,1860,1860,1.0,0,7,265500
12213,3840,2750,3.25,3,10,1460000
12214,2192,2192,2.25,0,8,310000
12215,1590,1590,2.5,0,7,324500
12216,3700,1840,4.75,0,7,599000
12217,3670,3670,2.5,0,10,525000
12218,1630,1630,1.0,0,7,400000
12219,4230,3780,3.0,3,9,887500
12220,1060,770,1.0,0,6,344000
12221,2700,2700,2.5,0,9,525000
12222,2110,2110,2.25,0,8,385000
12223,3720,3720,2.5,0,10,820000
12224,3440,2560,3.5,0,11,1310000
12225,2420,1350,2.25,0,8,549000
12226,1090,1090,1.0,0,7,180000
12227,2910,2910,2.5,2,8,589000
12228,1050,1050,1.0,0,7,350000
12229,1610,1110,2.0,0,7,197400
12230,1760,1760,2.5,0,8,267000
12231,1540,1540,1.5,0,7,480000
12232,2580,1660,2.5,0,8,650000
12233,1370,1370,1.0,0,7,600000
12234,1440,1440,1.75,0,8,490000
12235,1410,980,1.0,0,7,225000
12236,1980,1980,2.25,0,8,640000
12237,2440,1990,3.5,0,7,710000
12238,1350,1350,2.0,0,7,325000
12239,3130,2210,3.25,0,9,595000
12240,880,880,1.0,0,5,128750
12241,1920,1240,2.25,0,7,465000
12242,2700,1450,1.75,0,8,710000
12243,1670,840,2.75,0,7,605000
12244,3470,3470,2.5,0,10,994000
12245,1820,1820,2.25,0,8,489950
12246,1310,1310,1.5,0,7,365000
12247,1790,1790,2.0,0,8,359950
12248,2460,2460,2.5,0,8,495000
12249,1060,1060,1.5,0,7,255000
12250,1340,1340,1.75,0,7,330000
12251,1480,1480,1.75,0,8,450000
12252,3500,3500,2.5,2,9,655000
12253,2910,2120,2.75,2,9,485000
12254,1940,970,1.75,0,8,375000
12255,2280,2280,2.5,0,8,570000
12256,1190,1190,2.25,0,8,350000
12257,1260,1260,1.0,3,7,550000
12258,2270,1150,2.0,0,7,513000
12259,1990,1030,2.25,0,7,450000
12260,1500,750,1.75,0,7,432500
12261,2060,2060,2.75,3,7,432000
12262,1950,1950,2.25,0,8,480000
12263,1790,1330,1.75,0,7,402200
12264,1520,1520,1.0,0,6,650000
12265,3240,3240,2.5,0,9,1200000
12266,2440,1440,2.0,0,8,312000
12267,2220,1380,2.0,0,7,610000
12268,2640,1650,1.75,0,7,823000
12269,1450,950,1.75,0,7,471000
12270,1550,1550,2.25,0,8,481015
12271,6200,5050,4.5,1,11,1960000
12272,2810,1680,3.25,0,8,624000
12273,2080,1200,2.5,0,7,480000
12274,1370,1370,1.5,0,7,815000
12275,2920,2920,2.25,0,11,1650000
12276,1000,1000,1.0,0,6,180000
12277,1210,1210,1.75,0,7,156601
12278,2790,2790,2.5,0,8,374950
12279,1660,830,1.5,0,6,368000
12280,1650,1650,2.0,0,7,550000
12281,1300,1300,1.75,0,7,198000
12282,1090,1090,1.75,0,7,345000
12283,2660,1960,2.5,0,9,1710000
12284,940,940,1.0,0,5,185900
12285,2750,1810,2.75,2,9,950000
12286,3850,3000,4.5,2,10,995000
12287,860,860,1.0,0,7,345000
12288,2070,1390,2.75,0,7,741000
12289,2290,2290,2.25,0,8,737000
12290,2340,1590,2.5,2,8,668750
12291,2680,1590,1.75,0,8,575000
12292,1710,1030,2.0,0,8,280000
12293,1800,1800,1.5,0,7,583000
12294,1510,1090,2.25,0,7,196000
12295,1700,1700,2.5,0,8,349950
12296,1350,1350,1.0,0,7,429000
12297,2140,1330,2.5,0,7,270000
12298,2700,1350,4.0,0,7,385000
12299,920,920,1.0,3,7,535000
12300,1500,1030,1.75,0,7,352500
12301,1510,860,1.75,0,7,624000
12302,1980,1980,1.5,0,7,215000
12303,4500,3040,3.0,2,9,870000
12304,3220,2610,2.5,0,8,440000
12305,1140,940,1.5,0,7,518000
12306,1490,1490,2.25,0,7,259500
12307,4360,3360,3.25,0,10,795127
12308,960,960,1.0,0,7,290000
12309,2253,2253,3.0,0,7,385000
12310,770,770,1.0,0,6,259950
12311,1310,1310,2.5,0,8,330000
12312,980,830,1.0,0,6,280000
12313,1820,1820,2.5,0,8,595000
12314,3980,3980,3.75,0,10,925900
12315,3010,2410,2.25,0,8,499000
12316,1830,1830,2.5,0,8,325000
12317,2550,1610,2.5,0,9,895000
12318,800,800,1.0,0,6,162248
12319,2890,1790,2.25,4,8,1070000
12320,1810,1030,1.5,0,7,430000
12321,1810,1030,1.5,0,7,615500
12322,940,940,1.0,0,6,260000
12323,1810,1810,2.0,0,7,295000
12324,2550,1650,1.75,0,9,1190000
12325,2370,2080,2.5,2,9,749950
12326,1370,1120,1.0,0,6,175000
12327,1370,1120,1.0,0,6,415000
12328,1200,1200,1.0,0,6,190000
12329,2100,1350,1.75,0,7,625000
12330,2020,2020,2.25,0,7,420000
12331,1570,1400,1.5,2,7,339900
12332,1140,1140,1.0,0,8,160000
12333,1830,1830,2.5,0,7,353000
12334,1010,1010,2.0,0,8,390000
12335,1770,1770,2.5,2,8,675000
12336,2120,2120,2.5,0,7,400000
12337,3190,2160,3.5,3,10,1340000
12338,2780,1730,2.5,1,8,1650000
12339,3350,2180,3.0,0,8,1000000
12340,3450,2350,3.5,0,8,850000
12341,1060,1060,1.5,0,6,275000
12342,1670,1670,2.5,0,8,450000
12343,2251,1390,1.75,1,8,305000
12344,1770,1270,2.5,0,7,643002
12345,1510,1510,1.75,0,8,468000
12346,1770,1770,2.5,0,7,324950
12347,1260,1260,2.0,0,7,290000
12348,1710,1030,2.0,0,7,488500
12349,2290,1250,1.75,0,7,367950
12350,790,790,1.0,0,6,285000
12351,1820,1820,2.75,0,8,417000
12352,3180,2390,2.5,0,10,1120000
12353,5280,3220,4.0,3,11,1550000
12354,3240,3240,2.5,2,10,604000
12355,2390,2390,2.5,0,8,380000
12356,2500,2500,2.5,0,7,336500
12357,2290,2290,2.0,3,7,685000
12358,7440,5550,6.0,0,12,4210000
12359,1600,990,1.0,1,7,670000
12360,1120,1120,1.0,0,7,524000
12361,1340,1340,1.0,0,7,172000
12362,1670,900,2.0,0,7,680000
12363,2830,2830,3.0,0,8,549900
12364,2700,2700,2.75,0,9,357000
12365,910,910,1.5,0,6,107000
12366,910,910,1.5,0,6,232900
12367,2370,1610,3.5,0,8,800000
12368,880,880,1.5,0,7,248500
12369,2050,1730,2.5,3,8,670000
12370,1180,1180,1.75,0,6,207000
12371,1070,1070,1.0,0,7,164000
12372,1380,1080,1.0,0,7,570500
12373,2680,1570,2.25,0,8,599990
12374,2100,1060,1.75,0,7,395000
12375,4133,4133,3.75,0,11,979500
12376,920,920,1.0,0,6,207000
12377,920,920,1.0,0,6,237000
12378,1750,1180,1.0,0,7,650100
12379,1950,1150,2.5,0,7,385000
12380,1660,1660,1.75,0,7,335000
12381,2670,2670,1.5,0,8,347000
12382,980,980,1.0,0,6,204000
12383,1780,1780,2.25,0,8,615000
12384,2370,2370,2.25,0,7,943500
12385,1640,1020,2.0,0,7,560000
12386,2610,1610,2.5,0,8,547500
12387,2030,1450,1.75,0,7,359500
12388,2590,2590,2.5,0,9,660000
12389,1620,1310,1.75,0,7,258000
12390,2040,2040,1.75,0,8,355000
12391,810,810,1.0,0,7,253500
12392,1270,1270,1.0,0,7,422500
12393,1470,1470,2.0,0,7,239000
12394,1720,1140,2.25,0,7,628000
12395,1320,660,2.5,0,8,352000
12396,1358,1358,2.25,0,7,311600
12397,2070,1060,1.5,0,7,235000
12398,2910,2910,2.25,0,9,870000
12399,1370,900,1.5,0,7,190848
12400,2340,1170,1.75,0,7,570000
12401,2290,1690,4.0,0,7,661254
12402,1650,1650,2.0,0,7,575000
12403,650,650,0.75,0,5,230000
12404,2300,2300,2.25,0,8,680000
12405,620,620,1.0,0,5,148000
12406,620,620,1.0,0,5,244900
12407,1400,1280,1.0,0,6,214950
12408,1800,1420,1.5,0,8,580000
12409,1300,1300,1.5,0,7,263000
12410,2360,1180,2.5,0,7,317000
12411,3320,1750,3.0,0,7,302000
12412,1480,1480,1.0,0,8,899000
12413,2190,1550,2.5,0,8,1290000
12414,3740,3100,3.25,0,11,710000
12415,1360,1020,1.0,0,7,230000
12416,1210,1210,1.0,0,6,430000
12417,4610,4610,4.25,4,11,1170000
12418,860,860,1.0,0,7,397000
12419,2250,2250,2.5,0,8,595000
12420,2030,1330,1.75,0,8,485000
12421,3260,2310,2.5,1,8,755000
12422,1840,920,1.0,0,7,185000
12423,1840,920,1.0,0,7,340000
