,sqft_above,sqft_living15,bathrooms,view,sqft_basement,floors,grade,condition,yr_built,yr_renovated,floors,price
20739,2300,1740,2.5,0,1100,2.0,8,3,2014,0,2.0,1050000
5620,880,1240,1.0,0,0,1.0,7,5,1955,0,1.0,235000
16853,1640,2110,2.25,0,0,1.0,8,4,1962,0,1.0,515000
2360,860,890,1.0,0,0,1.0,6,3,1920,0,1.0,278000
5636,1060,1270,1.5,0,0,1.0,7,4,1955,0,1.0,212000
8142,840,1340,1.75,0,420,1.0,6,3,1947,0,1.0,270000
3694,1280,2080,1.75,0,820,1.0,8,5,1959,0,1.0,457000
17032,1270,1900,3.0,0,620,1.0,7,4,1967,0,1.0,450000
12159,1590,1820,2.5,0,0,2.0,7,3,2000,0,2.0,300000
14128,1410,1540,1.0,0,0,1.5,7,3,1963,0,1.5,225000
8823,2100,1720,2.0,0,0,1.0,7,4,1972,0,1.0,500000
1080,1150,2440,1.0,4,0,1.0,6,4,1908,0,1.0,825000
7052,3640,2670,2.75,0,0,1.5,10,3,1999,0,1.5,780000
5106,2100,2050,2.25,0,0,2.0,8,3,1983,0,2.0,492000
4228,1810,1800,2.75,0,70,2.0,7,3,2001,0,2.0,268000
9307,1780,1670,2.5,0,0,2.0,7,3,1988,0,2.0,309000
14044,1900,1720,2.25,0,530,1.5,8,3,1979,0,1.5,365000
7067,1520,2500,2.5,0,740,1.0,8,3,1967,0,1.0,632000
3968,2330,2640,2.25,0,0,1.0,8,4,1974,0,1.0,375000
4358,1120,1640,1.0,0,0,1.5,6,4,1972,0,1.5,435000
19782,2370,2370,2.5,0,0,2.0,8,3,2014,0,2.0,387865
2389,2400,1370,2.5,0,0,2.0,8,3,1985,0,2.0,592000
3993,2070,1950,1.75,2,460,1.5,8,5,1917,0,1.5,720000
1757,1700,2390,2.5,0,1010,1.0,8,3,1968,0,1.0,535000
17471,2800,2060,2.5,0,0,2.0,7,4,1997,0,2.0,365000
5348,2280,2380,2.5,0,0,2.0,8,3,1994,0,2.0,364250
14422,1120,1310,2.5,0,700,1.0,7,3,1987,0,1.0,234000
2391,2800,2800,3.0,0,0,2.0,8,3,2003,0,2.0,449950
5191,2200,2710,2.75,0,0,2.0,8,3,2002,0,2.0,572000
5827,1430,2550,2.25,0,1000,1.0,9,4,1978,0,1.0,690000
11574,1250,1250,1.0,0,0,1.0,6,3,1970,0,1.0,259875
16889,2180,1880,2.0,0,0,2.0,7,4,1977,0,2.0,470000
14737,1900,2640,2.25,0,580,1.0,8,4,1975,0,1.0,716000
7197,1140,1150,1.0,0,0,1.0,7,3,1956,0,1.0,277000
20658,3260,3920,3.5,3,950,2.0,9,3,2014,0,2.0,1050000
7192,1230,1970,3.0,0,620,1.0,7,3,1981,0,1.0,355000
11078,3100,2840,2.5,0,0,2.0,8,3,2002,0,2.0,540000
21127,2680,2300,3.0,2,730,2.0,9,3,2007,0,2.0,1090000
14747,1140,1850,2.0,0,420,1.5,7,3,1945,0,1.5,537000
4867,1300,1930,1.75,0,0,1.0,7,3,1962,0,1.0,275000
6450,1880,2690,2.0,0,370,2.0,9,4,1905,0,2.0,950000
18113,2170,2150,2.5,0,0,1.0,8,3,2012,0,1.0,765000
16887,1300,1210,1.0,0,0,1.0,6,3,1927,0,1.0,300000
9816,2340,1810,3.5,0,640,2.0,9,3,2008,0,2.0,905000
16858,2160,1970,2.25,0,0,2.0,7,3,1994,0,2.0,277000
21126,1570,1570,1.75,0,0,3.0,9,3,2007,0,3.0,695000
5720,1470,1230,1.0,0,0,1.5,7,3,1945,0,1.5,150550
8602,1995,2142,1.5,1,0,1.5,8,4,1991,0,1.5,645000
19946,1630,1720,2.5,0,540,2.0,7,3,2008,0,2.0,445000
13871,2680,2780,2.5,0,0,2.0,9,3,2001,0,2.0,699000
12653,1470,1900,1.75,0,570,1.0,7,3,1958,0,1.0,355000
2477,1220,1420,1.0,0,0,1.0,7,3,1963,0,1.0,405000
10220,1360,1570,1.75,0,0,1.0,8,3,1983,0,1.0,350000
15099,1150,1530,1.75,0,0,1.5,6,4,1970,0,1.5,370000
12985,2280,2280,2.5,0,0,2.0,8,3,2003,0,2.0,565000
8461,1240,1140,1.0,0,0,1.5,6,5,1953,0,1.5,238000
13833,3080,2500,2.5,2,0,2.0,9,3,2000,0,2.0,950000
10341,1770,1860,3.25,0,0,3.0,8,3,2001,0,3.0,401000
5471,1360,1050,1.0,0,0,1.5,7,4,1949,0,1.5,329950
7026,2200,2200,2.5,0,0,2.0,8,3,1987,0,2.0,365000
7285,1660,2740,2.5,0,1370,1.0,8,3,1980,0,1.0,465000
13360,1250,1320,2.0,0,0,3.0,7,3,2001,0,3.0,418000
109,2030,2500,1.75,0,0,2.0,7,4,1942,0,2.0,470000
17276,1540,2020,2.5,0,730,1.0,8,3,1967,0,1.0,380000
8061,2330,3020,3.0,0,720,2.0,9,4,1926,0,2.0,1480000
3344,2220,2200,2.5,2,0,3.0,10,3,1990,0,3.0,641250
10045,1280,1830,2.0,0,1280,1.0,8,5,1957,0,1.0,552625
1916,2020,1940,1.75,0,0,1.0,7,3,1969,0,1.0,640000
2509,1120,1570,2.0,0,450,1.0,7,3,1959,0,1.0,342000
12375,4133,1970,3.75,0,0,2.0,11,3,2000,0,2.0,979500
15296,1380,1870,2.5,0,880,1.5,7,4,1928,0,1.5,622500
8320,1170,2210,2.75,0,1040,1.0,8,4,1997,0,1.0,516000
20162,3090,3191,3.75,0,0,2.0,10,3,2010,0,2.0,551000
13443,3510,3600,3.5,0,0,2.0,11,3,2001,0,2.0,935000
7839,2230,4060,3.5,3,2330,1.0,12,3,1995,0,1.0,1200000
18328,1620,1920,1.75,0,0,1.0,8,3,1974,0,1.0,442200
17988,2830,1780,2.5,0,0,3.0,10,3,2014,0,3.0,969950
11106,2390,3200,2.25,0,0,1.0,8,4,1969,0,1.0,545000
11172,1320,1336,2.0,0,0,1.0,7,3,1986,0,1.0,225000
58,3250,2960,3.25,4,0,2.0,8,4,1968,0,2.0,951000
14919,1720,1540,1.75,0,410,1.0,7,3,1959,0,1.0,495500
12949,1050,1350,2.25,0,300,2.0,8,3,2007,0,2.0,388500
3598,980,2160,1.0,0,110,1.0,6,3,1927,0,1.0,375000
14048,930,1430,1.75,0,500,1.0,7,3,1978,0,1.0,284000
2296,2950,3280,3.0,0,1400,2.0,10,3,1972,0,2.0,900000
7899,2330,1980,2.5,0,0,2.0,8,3,2003,0,2.0,625000
10983,1510,2840,2.5,1,1230,2.0,10,4,1977,0,2.0,699000
9624,1260,1190,1.75,0,0,1.0,6,4,1964,0,1.0,230000
18777,2550,3050,2.25,4,0,1.0,9,3,1989,0,1.0,490000
1528,3830,5600,3.75,0,0,2.0,11,4,1990,0,2.0,1250000
7989,1600,1380,2.0,0,730,1.5,6,3,1934,2014,1.5,420000
7422,1200,1540,1.75,0,290,1.0,7,4,1978,0,1.0,203000
16100,1720,2360,2.0,0,0,1.0,7,3,1994,0,1.0,427000
14060,2120,2190,2.5,0,0,2.0,8,3,2005,0,2.0,599000
4113,1540,1090,1.75,0,0,1.0,6,3,1977,0,1.0,340000
1225,1710,1710,2.0,0,0,1.5,7,3,1970,0,1.5,211000
17290,1270,1580,1.0,0,0,1.0,6,4,1941,0,1.0,390000
13515,2090,4320,3.5,4,2240,1.0,12,3,2008,0,1.0,3170000
361,2760,2470,2.5,0,0,2.0,9,4,1978,0,2.0,380000
19597,3180,4320,3.25,3,670,2.0,11,3,1989,0,2.0,1200000
4574,1650,1400,2.5,0,1140,1.0,8,5,1953,0,1.0,640000
753,2380,1870,2.5,0,0,1.0,8,3,2010,0,1.0,699800
12409,1300,1840,1.5,0,0,1.0,7,3,1968,0,1.0,263000
11019,1000,980,1.0,0,0,1.0,6,3,1916,0,1.0,207100
10939,6085,4830,4.5,0,0,3.0,11,3,2000,0,3.0,1610000
4238,1770,2250,2.0,0,0,1.0,7,4,1967,0,1.0,514000
12365,910,1410,1.5,0,0,1.0,6,3,1973,0,1.0,107000
18572,1180,1150,1.5,0,0,1.0,7,5,1959,0,1.0,250200
14625,2160,2880,2.5,3,560,1.0,10,3,1953,0,1.0,1440000
20754,2990,1970,2.5,0,0,2.0,8,3,2015,0,2.0,357000
1913,1040,1500,1.75,0,580,1.0,7,3,1924,2011,1.0,577000
12640,2490,2490,2.5,0,0,2.0,9,3,2005,0,2.0,370000
20914,1620,1560,2.25,0,0,3.0,8,3,2014,0,3.0,490000
14015,1400,1350,1.75,0,0,1.0,7,4,1962,0,1.0,389000
17969,860,1480,1.75,0,860,1.0,7,3,1957,0,1.0,340000
11117,1040,2030,2.5,0,960,1.0,8,5,1981,0,1.0,625000
19619,2950,2950,2.5,0,0,2.0,10,3,2012,0,2.0,921800
20822,4040,4225,5.25,0,2120,2.0,11,3,2007,0,2.0,1280000
14915,1410,2730,2.0,0,1320,1.0,8,4,1998,0,1.0,505000
17712,1680,2060,2.75,0,1350,1.0,8,4,1959,0,1.0,455000
11317,1330,1790,1.75,0,750,1.0,8,4,1967,0,1.0,300000
10992,1830,1480,1.75,0,0,2.0,7,4,1913,1964,2.0,360000
1946,1030,1390,1.5,0,400,1.0,7,3,1979,0,1.0,215000
15686,1650,1490,2.5,0,0,2.0,7,3,2004,0,2.0,250000
20878,2550,1250,2.5,0,0,2.0,9,3,2014,0,2.0,1100000
8278,1060,1640,2.0,0,810,1.5,7,5,1927,0,1.5,456000
8063,3030,2600,2.5,0,0,2.0,9,4,1981,0,2.0,682000
3050,1250,1460,1.75,0,0,1.0,7,3,1965,0,1.0,439000
12748,1870,1870,1.75,0,0,2.0,7,3,1978,0,2.0,475000
1856,2170,2170,2.5,0,0,1.0,8,3,2008,0,1.0,740000
17364,1010,1270,1.0,0,0,1.0,6,3,1977,0,1.0,179900
18278,1610,2410,2.0,0,0,2.0,7,3,1933,1988,2.0,259000
12899,2166,2474,2.75,0,0,2.0,8,3,2013,0,2.0,326000
21569,1870,2170,2.5,0,0,2.0,7,3,2009,0,2.0,270000
5619,4090,3510,2.5,0,0,2.0,10,3,2005,0,2.0,885000
15875,1540,1290,1.0,0,0,1.5,7,4,1961,0,1.5,370000
19987,1520,1360,3.0,0,0,3.0,8,3,2009,0,3.0,399000
218,1950,2580,2.25,3,1950,1.0,8,3,1947,0,1.0,1070000
9683,1490,1330,1.5,0,0,1.0,6,4,1918,0,1.0,255000
14954,3530,3220,2.5,0,0,2.0,10,3,1997,0,2.0,898000
5303,3400,2880,2.5,0,0,2.0,11,4,1988,0,2.0,915000
3208,1170,1360,2.0,0,0,1.0,7,3,1941,0,1.0,393820
16839,1420,2390,2.25,0,750,1.0,8,3,1975,0,1.0,546800
10656,1410,1820,1.75,0,0,1.5,7,4,1927,0,1.5,541000
16412,3290,2460,3.75,0,320,3.0,11,3,1994,0,3.0,830005
17425,1180,1870,2.25,0,550,1.0,8,3,1978,0,1.0,257000
5988,610,870,1.0,0,0,1.0,6,4,1918,0,1.0,286000
11165,1020,1360,1.75,0,0,1.0,6,5,1954,0,1.0,285000
3396,1300,1300,1.0,0,0,1.0,7,4,1953,0,1.0,650000
20145,4130,3730,3.25,0,0,2.0,10,3,2012,0,2.0,995000
21057,2840,2790,2.5,0,0,2.0,9,3,2013,0,2.0,636230
3736,1360,1310,2.0,0,0,2.0,6,3,2004,0,2.0,222000
6082,1540,3790,1.75,0,0,1.0,7,3,1967,0,1.0,450000
12201,1620,2700,2.75,2,1620,1.0,8,3,1960,0,1.0,902000
10830,1600,1950,2.0,0,0,1.0,7,3,1950,0,1.0,995000
917,1000,1100,1.0,0,0,1.0,6,3,1943,0,1.0,270000
11219,2120,2260,3.0,0,0,2.0,8,3,1964,0,2.0,295000
1163,1570,1860,1.75,0,0,1.0,7,4,1959,0,1.0,439995
9474,1330,1750,2.5,0,800,1.0,8,5,1972,0,1.0,707000
19218,1640,1890,2.5,0,1320,1.0,8,4,1965,0,1.0,654000
20684,2990,2580,2.75,0,0,2.0,7,3,2014,0,2.0,564950
943,1840,1460,2.5,0,910,1.5,9,5,1910,0,1.5,915000
21384,1980,1980,2.5,0,0,2.0,7,3,2012,0,2.0,317750
14185,1220,1270,1.0,0,0,1.0,7,4,1960,0,1.0,199000
19470,1230,2090,1.75,0,580,1.0,8,3,1980,0,1.0,299500
2046,1560,2310,1.75,0,380,1.0,8,4,1956,0,1.0,545000
4456,1510,1870,2.25,0,700,1.0,7,4,1958,0,1.0,507000
5194,1780,1900,2.0,0,0,1.0,8,3,1967,0,1.0,710000
9464,1450,2000,2.5,0,980,1.0,7,3,1989,0,1.0,490000
14824,1520,1840,1.5,0,530,1.0,7,3,1968,0,1.0,375000
1519,1650,1500,1.75,0,0,1.5,8,3,1901,0,1.5,550000
8198,670,1480,1.0,0,0,1.0,6,4,1948,0,1.0,107000
9635,1820,2120,2.5,0,0,2.0,7,3,2004,0,2.0,265000
61,1260,1290,1.75,0,0,1.0,7,3,1954,0,1.0,289000
4487,4180,3425,3.0,0,0,2.0,7,3,2003,0,2.0,673200
21251,2398,2370,2.5,0,0,2.0,8,3,2008,0,2.0,400000
15021,1030,1630,1.0,0,0,1.0,7,3,1954,0,1.0,229000
14716,900,1580,1.5,0,680,1.0,8,4,1946,0,1.0,524500
19357,1440,1540,1.75,0,100,1.0,7,4,1980,0,1.0,244000
17525,2770,2500,2.5,0,0,2.0,9,3,1991,0,2.0,533300
12275,2920,3080,2.25,0,0,1.0,11,4,1966,0,1.0,1650000
11862,3390,2020,2.5,0,680,3.0,8,4,2002,0,3.0,1400000
10732,2080,2000,2.5,0,0,2.0,8,3,1991,0,2.0,545000
19348,2340,2480,2.5,0,0,2.0,8,2,1978,0,2.0,290000
2846,1560,1600,1.75,0,0,1.0,8,4,1966,0,1.0,306000
13712,2270,2790,2.5,0,0,2.0,9,3,1988,0,2.0,766000
6967,1630,1630,1.75,0,0,1.0,7,3,1959,0,1.0,215000
9529,4190,3300,3.5,2,0,2.0,11,3,1994,0,2.0,1160000
18350,1340,1580,1.75,0,330,1.0,7,3,1985,0,1.0,260000
1940,1490,1740,1.75,0,0,1.0,8,3,1978,0,1.0,275000
1256,1720,1960,2.25,0,400,1.5,7,4,1910,0,1.5,682000
7751,1220,1610,1.5,0,880,1.0,7,4,1949,0,1.0,480000
1436,2170,1980,1.75,0,0,1.0,8,5,1965,0,1.0,907000
10254,2470,2490,2.5,0,0,1.0,7,4,1987,0,1.0,635000
2968,1440,1990,1.75,0,670,1.0,8,4,1978,0,1.0,483000
20118,1370,1280,2.0,0,0,3.0,8,3,2004,0,3.0,548000
2972,4860,3580,3.5,0,0,2.0,12,3,1996,0,2.0,2950000
10672,880,1220,1.0,0,340,1.0,6,3,1938,0,1.0,452000
11411,1830,2160,2.25,0,0,2.0,8,3,1986,0,2.0,273000
8841,1850,2390,3.0,0,0,2.0,9,3,1976,0,2.0,565000
2743,1790,2310,2.0,1,1080,1.5,8,4,1946,0,1.5,810000
20854,1890,2340,2.5,0,0,2.0,7,3,2012,0,2.0,409000
11515,1020,1480,1.0,0,0,1.0,7,4,1916,0,1.0,505000
15650,1520,1640,2.5,0,0,2.0,7,3,1986,0,2.0,402000
13477,1140,1280,2.0,0,380,1.0,7,3,1983,0,1.0,434900
2902,1850,3380,2.75,2,1780,1.0,8,4,1968,0,1.0,769000
14377,1490,2090,1.5,0,370,1.0,7,3,1955,0,1.0,415000
21039,3361,2316,2.5,0,0,2.0,9,3,2014,0,2.0,471275
2721,1200,1390,1.0,0,0,1.5,6,4,1923,0,1.5,438000
12472,530,1200,1.0,0,0,1.0,5,5,1941,0,1.0,238000
2725,1800,3490,2.5,1,1450,1.0,8,3,1966,0,1.0,779000
15124,1860,1620,2.0,0,0,1.5,8,3,1939,2006,1.5,370000
5980,1110,1540,1.75,0,150,1.0,7,2,1952,0,1.0,194000
15651,2170,2840,1.75,0,0,1.0,7,3,1976,0,1.0,585000
15156,1690,2290,1.75,0,0,1.0,8,3,1984,0,1.0,509900
19528,1340,1980,2.25,0,360,1.0,7,4,1975,0,1.0,419000
21187,1120,1360,2.25,0,90,2.0,8,3,2010,0,2.0,461100
16263,1370,1450,1.5,0,0,1.0,7,4,1957,0,1.0,264950
19236,2990,2150,2.5,0,0,2.0,8,4,1990,0,2.0,339950
9695,2710,850,2.0,0,0,2.0,6,3,1951,0,2.0,260000
259,2460,2990,2.5,0,0,2.0,8,3,2006,0,2.0,693000
1865,990,1080,1.0,0,0,1.0,7,3,1955,0,1.0,365000
1522,1130,1940,2.5,0,900,1.0,7,4,1972,0,1.0,405000
11551,1920,1560,1.75,0,0,1.0,7,3,1953,0,1.0,380000
6544,1410,1800,1.75,0,0,1.0,7,5,1959,0,1.0,365000
2686,1730,2150,2.25,0,510,1.0,8,4,1981,0,1.0,415000
16111,1760,3040,2.5,2,1000,1.0,8,3,1956,0,1.0,800000
14421,870,1080,1.0,2,0,1.0,7,3,1946,0,1.0,475000
20948,2790,2790,2.75,0,0,2.0,8,3,2014,0,2.0,533380
19804,1300,1445,2.25,0,145,2.0,7,3,2005,0,2.0,366000
4384,1160,1810,1.0,0,0,1.0,8,4,1929,0,1.0,501000
15755,870,1730,1.0,0,170,1.0,7,3,1924,0,1.0,642000
21408,4100,3710,3.25,2,0,2.0,10,3,2011,0,2.0,890000
12506,1950,2210,2.5,0,0,2.0,8,3,1994,0,2.0,348450
3328,1120,2360,1.75,0,200,1.0,7,4,1947,0,1.0,380000
1640,1450,1950,2.25,0,330,1.0,8,3,1985,0,1.0,450000
5716,1390,1740,2.25,0,350,1.0,7,3,1992,0,1.0,289950
477,850,1770,1.5,0,200,1.0,7,3,1949,0,1.0,438924
13847,2580,2580,2.25,0,0,1.0,8,3,1964,0,1.0,898000
7423,1840,2120,2.5,0,0,2.0,9,3,2005,0,2.0,583000
822,1890,2688,2.0,2,1120,2.0,9,5,1931,0,2.0,1100000
14940,2560,3120,3.5,0,630,2.0,10,3,1994,0,2.0,795000
19560,1870,2330,3.0,2,1030,1.0,7,4,1961,0,1.0,650000
2887,2680,3170,2.25,0,0,1.0,9,3,2004,0,1.0,635000
4904,1680,1760,1.5,0,0,1.0,7,4,1951,0,1.0,572000
553,750,1340,1.0,0,0,1.0,6,4,1943,0,1.0,261000
659,1250,1750,1.5,0,0,1.0,7,4,1953,0,1.0,888000
21002,1860,2000,2.5,0,0,2.0,8,3,2010,0,2.0,294900
6849,4410,2160,3.75,3,0,3.0,11,3,2001,0,3.0,1440000
12559,1500,2690,2.5,0,780,1.0,8,5,1977,0,1.0,515000
19462,730,1310,1.0,0,700,1.0,6,3,1969,0,1.0,351000
6825,2330,2500,3.0,1,1050,1.0,8,3,1959,0,1.0,350000
4232,1040,1790,2.0,0,840,1.0,8,4,1931,0,1.0,710000
10192,1440,1670,3.0,0,550,1.0,7,3,1988,0,1.0,245000
3668,3890,3450,2.75,0,0,2.0,9,3,2004,0,2.0,772500
593,1780,2020,2.5,0,0,2.0,7,3,2006,0,2.0,296000
2911,1970,2980,3.5,2,820,2.0,10,3,1991,0,2.0,738000
3697,1240,2340,2.75,0,850,1.0,8,4,1976,0,1.0,610000
4266,1690,1230,1.0,0,0,1.5,7,3,1914,0,1.5,544500
2940,2170,1490,2.75,0,0,1.5,7,3,1966,0,1.5,275436
19367,1830,1830,2.5,0,0,2.0,8,3,1999,0,2.0,410000
14270,840,840,1.0,0,0,1.0,6,3,1959,0,1.0,105000
9432,3150,3150,3.0,0,0,2.0,9,3,2001,0,2.0,680000
3368,1440,1770,1.0,0,200,1.5,7,4,1935,0,1.5,750000
929,1320,1320,2.5,0,0,2.0,7,3,2005,0,2.0,300000
18073,1650,1820,2.25,0,760,2.0,8,5,1910,0,2.0,883000
18549,1220,1210,1.0,0,0,1.5,6,3,1944,0,1.5,165000
15890,3290,3240,2.5,0,0,2.0,9,3,2003,0,2.0,728000
16514,2980,2980,2.5,0,0,2.0,10,3,1992,0,2.0,725000
2404,1610,1270,1.0,0,0,1.5,6,3,1947,0,1.5,235000
10509,840,1340,1.0,0,0,1.0,7,4,1948,0,1.0,389100
18541,3030,4140,3.25,3,860,2.0,10,5,1923,0,2.0,2950000
7955,1130,1900,1.75,0,640,1.0,7,3,1952,0,1.0,420000
234,1620,2090,1.5,0,860,1.5,7,5,1947,0,1.5,475000
19947,3290,3290,3.5,0,0,2.0,9,3,2012,0,2.0,801000
19962,1360,1500,3.25,0,50,3.0,8,3,2006,0,3.0,358000
10633,1280,1960,2.25,0,520,1.0,7,3,1979,0,1.0,425000
4969,2570,2760,3.25,2,1540,2.0,10,4,1979,0,2.0,825000
16835,1220,2040,2.25,0,570,1.0,7,3,1974,0,1.0,392000
3439,1553,1509,2.5,0,0,3.0,8,3,2014,0,3.0,412000
10632,2700,2420,2.25,0,0,2.0,8,3,1992,0,2.0,338150
9289,2030,1870,2.5,0,0,1.0,9,3,1999,0,1.0,565000
16434,3790,3010,5.0,0,2020,2.0,10,3,2004,0,2.0,1880000
12017,1020,2370,1.0,0,0,1.0,7,3,1941,0,1.0,485000
12965,1810,2390,2.5,3,580,2.0,8,4,1949,1982,2.0,787500
7636,1140,1370,1.0,0,0,1.0,7,3,1942,0,1.0,460000
4064,1310,1310,2.0,0,0,1.0,7,3,1962,0,1.0,300000
6920,1330,1330,2.5,0,0,3.0,8,3,2004,0,3.0,375000
20465,2890,2380,2.5,0,0,2.0,8,3,2011,0,2.0,416000
19025,720,1820,1.75,0,720,1.0,6,5,1954,0,1.0,285000
21450,1630,1320,2.25,0,0,3.0,8,3,2008,0,3.0,385000
15544,1520,1460,2.5,0,0,2.0,7,3,2005,0,2.0,207000
18434,1540,1220,1.0,0,0,1.0,7,4,1909,0,1.0,384950
13510,960,1580,1.0,0,0,1.0,7,4,1906,0,1.0,477000
18238,2830,3557,2.5,0,0,2.0,9,3,2006,0,2.0,539000
6973,1590,1970,1.75,0,0,1.0,8,4,1956,0,1.0,750000
15020,600,1720,1.0,0,200,1.0,6,3,1929,0,1.0,330000
755,1070,2140,1.75,0,530,1.0,7,3,1979,0,1.0,316500
9500,2000,2720,2.25,0,720,1.0,8,4,1979,0,1.0,645000
17023,1480,1810,2.5,0,0,2.0,7,4,1996,0,2.0,269950
1930,1220,1970,3.0,0,760,1.0,7,3,1990,0,1.0,333800
2307,2490,2430,2.0,0,360,2.0,8,5,1954,0,2.0,993000
17740,1270,1560,1.0,0,0,1.0,7,3,1968,0,1.0,447000
13397,770,1290,1.0,0,0,1.0,6,3,1953,0,1.0,269000
7146,1830,1530,3.0,0,410,2.0,7,5,1949,0,2.0,530000
12344,1270,1400,2.5,0,500,1.5,7,3,1929,0,1.5,643002
18619,1750,2240,1.0,0,0,2.0,7,4,1929,0,2.0,707900
7168,1680,1980,1.5,0,300,1.0,7,4,1946,0,1.0,570000
9941,1550,1050,1.75,0,0,1.5,7,5,1953,0,1.5,453500
18026,2430,2430,3.0,0,0,2.0,8,3,2003,0,2.0,409950
10448,2380,2112,2.0,2,0,2.0,8,3,1925,0,2.0,855000
9933,1610,1420,2.75,0,880,1.5,7,4,1922,0,1.5,749500
8672,1610,1610,1.5,0,0,2.0,7,3,1927,0,2.0,270000
1330,1590,2430,2.5,0,840,1.0,8,5,1968,0,1.0,605000
3952,3150,3150,3.5,0,0,2.0,9,3,2001,0,2.0,700000
6583,1120,1120,1.0,0,0,1.0,7,3,1965,0,1.0,230000
9132,1740,2760,1.0,0,0,1.0,5,4,1958,0,1.0,320000
17660,930,1740,1.0,0,0,1.0,7,4,1909,0,1.0,500000
18337,1240,1840,1.75,0,470,1.0,7,4,1974,0,1.0,273148
4334,1600,1600,2.25,3,0,1.0,8,4,1958,0,1.0,380000
6234,1350,1830,3.5,0,380,3.0,9,3,2009,0,3.0,635000
10854,2520,1130,2.5,0,0,3.0,9,3,1990,0,3.0,540000
16826,1050,1100,1.25,0,180,2.0,9,3,2009,0,2.0,540000
4665,2360,2420,2.5,0,0,2.0,7,3,1998,0,2.0,441500
2822,1590,2270,2.25,0,490,1.0,8,3,1979,0,1.0,460000
18814,3170,3210,2.75,0,0,2.0,9,3,2014,0,2.0,919950
5647,1150,1230,2.0,0,1150,1.0,6,4,1962,0,1.0,258750
8503,880,1880,1.0,0,0,1.0,7,3,1910,1970,1.0,415000
14974,2250,2250,2.5,0,0,2.0,8,3,2004,0,2.0,589000
12923,2340,2340,2.5,0,0,2.0,8,3,1990,0,2.0,360000
16885,1730,1500,3.0,0,0,2.0,6,3,1920,0,2.0,265000
8591,570,1530,1.0,0,0,1.0,5,2,1918,0,1.0,310000
12989,3370,2950,2.5,0,0,2.0,10,3,1999,0,2.0,1140000
21225,950,1458,1.75,0,508,2.0,8,3,2014,0,2.0,620000
5758,3150,3150,3.0,0,0,2.0,9,3,2001,0,2.0,705000
2248,1300,1980,1.75,0,1300,1.0,8,4,1968,0,1.0,700000
4838,2210,2130,2.0,0,530,1.5,7,3,1962,0,1.5,407500
3919,1480,2100,1.5,0,0,1.0,7,3,1959,0,1.0,475000
17362,2230,2230,2.5,3,0,3.0,9,3,1996,0,3.0,836500
21110,1280,1450,2.5,0,0,3.0,8,3,2009,0,3.0,545000
17793,720,1760,1.0,0,0,1.0,5,3,1943,0,1.0,330000
433,1490,1490,2.5,0,0,2.0,7,3,2005,0,2.0,237000
18929,1620,1620,2.5,0,0,2.0,7,3,2001,0,2.0,345000
21349,1450,1490,2.25,0,0,2.0,7,3,2009,0,2.0,382000
4783,1400,1910,3.0,0,660,2.0,8,3,2007,0,2.0,497000
18955,970,1740,1.75,0,770,1.0,7,5,1953,0,1.0,577000
10908,1690,1690,2.5,0,0,2.0,7,3,2005,0,2.0,449000
15222,1890,2160,2.5,0,90,2.0,8,3,2009,0,2.0,615000
10897,1510,1470,2.0,0,0,1.5,7,3,1939,0,1.5,535000
2455,810,830,1.0,0,0,1.0,6,5,1948,0,1.0,408000
2199,3110,3110,2.5,0,0,2.0,9,3,2005,0,2.0,585000
12581,3940,3550,3.25,0,0,2.0,9,3,2007,0,2.0,695000
15040,1030,2150,1.75,0,570,1.0,7,3,1941,0,1.0,690000
2470,1510,2210,1.0,0,0,1.5,7,4,1921,0,1.5,549000
11167,1080,1770,1.5,0,300,1.0,7,3,1928,0,1.0,477000
14985,1220,1420,1.0,0,0,1.0,7,3,1961,0,1.0,555950
8426,1790,830,1.0,0,0,1.0,6,3,1937,1964,1.0,225000
224,2020,2020,2.25,0,0,2.0,7,3,1994,0,2.0,328000
18401,3040,2650,2.5,0,0,2.0,9,3,2005,0,2.0,410000
8949,930,1770,1.0,0,0,1.0,7,4,1953,0,1.0,420000
13879,1000,1000,1.0,0,0,1.0,7,3,1947,0,1.0,390000
1612,1550,1590,1.0,0,0,1.5,6,4,1926,0,1.5,425000
8075,1690,2110,2.75,0,1020,1.5,8,4,1995,0,1.5,710000
14272,1360,1440,1.5,0,0,1.0,7,4,1955,0,1.0,499950
13966,1180,1860,2.25,0,0,2.0,7,3,1987,0,2.0,400000
5362,2160,2840,2.5,0,0,2.0,8,3,1983,0,2.0,518000
2039,2530,2650,2.25,0,0,2.0,7,3,1974,0,2.0,340000
1589,1420,1420,1.0,0,0,1.5,7,3,1950,0,1.5,475000
13423,1290,1290,2.25,0,0,3.0,8,3,2007,0,3.0,481000
12069,1140,1790,1.75,3,1330,1.0,7,4,1916,0,1.0,597000
13474,1290,2990,1.75,0,300,1.5,6,3,1933,1989,1.5,295500
11284,3320,3040,2.5,0,0,2.0,10,3,1999,0,2.0,813000
9569,1540,1640,3.0,0,990,1.5,7,3,1925,2014,1.5,785950
9416,1140,1600,2.5,0,550,1.5,7,4,1912,0,1.5,591500
2976,1060,2070,1.5,0,860,1.0,7,3,1937,0,1.0,495000
20378,1420,1350,2.25,0,0,3.0,8,3,2008,0,3.0,467000
