,date,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
259,2014-08-29,4,up to 4,2.0,0,without,3,very good,2460,0,2006,0,98052,47.7048,-122.109,2990,5659,693000
1865,2014-08-29,2,up to 2,1.0,0,without,3,very good,990,0,1955,0,98133,47.7252,-122.331,1080,8168,365000
1522,2014-08-29,4,up to 4,1.0,0,without,4,very good,1130,900,1972,0,98034,47.7321,-122.185,1940,8000,405000
11551,2014-08-29,3,up to 2,1.0,0,without,3,very good,1920,0,1953,0,98166,47.4544,-122.351,1560,8100,380000
6544,2014-08-29,3,up to 2,1.0,0,without,5,very good,1410,0,1959,0,98006,47.5683,-122.178,1800,9940,365000
2686,2014-08-29,4,up to 4,1.0,0,without,4,very good,1730,510,1981,0,98059,47.4777,-122.14200000000001,2150,12650,415000
16111,2014-08-29,3,up to 4,1.0,0,with a view,3,very good,1760,1000,1956,0,98115,47.676,-122.272,3040,6765,800000
14421,2014-08-29,2,up to 2,1.0,0,with a view,3,very good,870,0,1946,0,98107,47.6698,-122.361,1080,5722,475000
20948,2014-08-29,4,up to 4,2.0,0,without,3,very good,2790,0,2014,0,98045,47.4838,-121.773,2790,6444,533380
19804,2014-08-29,3,up to 4,2.0,0,without,3,very good,1300,145,2005,0,98027,47.5339,-122.06700000000001,1445,1377,366000
4384,2014-08-29,3,up to 2,1.0,0,without,4,very good,1160,0,1929,0,98105,47.6718,-122.291,1810,4360,501000
15755,2014-08-30,3,up to 2,1.0,0,without,3,very good,870,170,1924,0,98109,47.6461,-122.35600000000001,1730,4200,642000
21408,2014-08-31,5,up to 4,2.0,0,with a view,3,very good,4100,0,2011,0,98075,47.5955,-121.97399999999999,3710,8156,890000
12506,2014-08-31,4,up to 4,2.0,0,without,3,very good,1950,0,1994,0,98038,47.3817,-122.035,2210,9019,348450
3328,2014-08-31,5,up to 2,1.0,0,without,4,very good,1120,200,1947,0,98198,47.3937,-122.323,2360,15070,380000
1640,2014-09-01,3,up to 4,1.0,0,without,3,very good,1450,330,1985,0,98034,47.7286,-122.16799999999999,1950,7974,450000
5716,2014-09-01,3,up to 4,1.0,0,without,3,very good,1390,350,1992,0,98198,47.391000000000005,-122.316,1740,7555,289950
477,2014-09-01,3,up to 2,1.0,0,without,3,very good,850,200,1949,0,98115,47.6943,-122.29,1770,5400,438924
13847,2014-09-01,3,up to 4,1.0,0,without,3,very good,2580,0,1964,0,98005,47.6113,-122.164,2580,13868,898000
7423,2014-09-01,4,up to 4,2.0,0,without,3,very good,1840,0,2005,0,98052,47.6662,-122.083,2120,4011,583000
822,2014-09-01,3,up to 2,2.0,0,with a view,5,very good,1890,1120,1931,0,98199,47.6347,-122.396,2688,5000,1100000
14940,2014-09-02,3,up to 4,2.0,0,without,3,very good,2560,630,1994,0,98052,47.6968,-122.102,3120,9735,795000
19560,2014-09-02,4,up to 4,1.0,0,with a view,4,very good,1870,1030,1961,0,98008,47.611999999999995,-122.119,2330,10217,650000
2887,2014-09-02,3,up to 4,1.0,0,without,3,very good,2680,0,2004,0,98038,47.4487,-122.03299999999999,3170,215186,635000
4904,2014-09-02,3,up to 2,1.0,0,without,4,very good,1680,0,1951,0,98040,47.5716,-122.227,1760,13500,572000
553,2014-09-02,2,up to 2,1.0,0,without,4,very good,750,0,1943,0,98055,47.4727,-122.198,1340,8750,261000
659,2014-09-02,3,up to 2,1.0,0,without,4,very good,1250,0,1953,0,98004,47.6245,-122.198,1750,9185,888000
21002,2014-09-02,3,up to 4,2.0,0,without,3,very good,1860,0,2010,0,98038,47.3557,-122.059,2000,5550,294900
6849,2014-09-02,4,up to 4,3.0,0,with a view,3,excelent,4410,0,2001,0,98118,47.5427,-122.265,2160,6600,1440000
12559,2014-09-02,4,up to 4,1.0,0,without,5,very good,1500,780,1977,0,98056,47.5392,-122.186,2690,12196,515000
19462,2014-09-02,4,up to 2,1.0,0,without,3,very good,730,700,1969,0,98072,47.7417,-122.17200000000001,1310,8240,351000
6825,2014-09-02,4,up to 4,1.0,0,without,3,very good,2330,1050,1959,0,98118,47.5501,-122.26100000000001,2500,11100,350000
4232,2014-09-02,3,up to 2,1.0,0,without,4,very good,1040,840,1931,0,98109,47.6418,-122.351,1790,3000,710000
10192,2014-09-02,3,up to 4,1.0,0,without,3,very good,1440,550,1988,0,98003,47.3499,-122.296,1670,9600,245000
3668,2014-09-02,5,up to 4,2.0,0,without,3,very good,3890,0,2004,0,98065,47.5407,-121.86,3450,8361,772500
593,2014-09-02,4,up to 4,2.0,0,without,3,very good,1780,0,2006,0,98038,47.3665,-122.01700000000001,2020,3802,296000
2911,2014-09-02,5,up to 4,2.0,0,with a view,3,very good,1970,820,1991,0,98166,47.4384,-122.34700000000001,2980,17281,738000
3697,2014-09-02,4,up to 4,1.0,0,without,4,very good,1240,850,1976,0,98052,47.6872,-122.12299999999999,2340,9000,610000
4266,2014-09-02,5,up to 2,1.5,0,without,3,very good,1690,0,1914,0,98115,47.6746,-122.325,1230,4500,544500
2940,2014-09-02,4,up to 4,1.5,0,without,3,very good,2170,0,1966,0,98030,47.3741,-122.189,1490,9731,275436
19367,2014-09-02,3,up to 4,2.0,0,without,3,very good,1830,0,1999,0,98074,47.6022,-122.021,1830,3011,410000
14270,2014-09-02,3,up to 2,1.0,0,without,3,very good,840,0,1959,0,98023,47.3277,-122.34299999999999,840,9450,105000
9432,2014-09-02,4,up to 4,2.0,0,without,3,very good,3150,0,2001,0,98075,47.5968,-122.01700000000001,3150,6986,680000
3368,2014-09-02,3,up to 2,1.5,0,without,4,very good,1440,200,1935,0,98103,47.6693,-122.339,1770,4000,750000
929,2014-09-02,3,up to 4,2.0,0,without,3,very good,1320,0,2005,0,98118,47.5355,-122.28299999999999,1320,2533,300000
18073,2014-09-02,4,up to 4,2.0,0,without,5,very good,1650,760,1910,0,98115,47.6727,-122.316,1820,4000,883000
18549,2014-09-02,4,up to 2,1.5,0,without,3,very good,1220,0,1944,0,98178,47.4924,-122.23700000000001,1210,7920,165000
15890,2014-09-02,4,up to 4,2.0,0,without,3,very good,3290,0,2003,0,98075,47.5999,-121.976,3240,6159,728000
16514,2014-09-02,3,up to 4,2.0,0,without,3,very good,2980,0,1992,0,98075,47.595,-122.016,2980,15438,725000
2404,2014-09-02,4,up to 2,1.5,0,without,3,very good,1610,0,1947,0,98001,47.2751,-122.25200000000001,1270,9600,235000
10509,2014-09-02,2,up to 2,1.0,0,without,4,very good,840,0,1948,0,98118,47.5489,-122.271,1340,5400,389100
18541,2014-09-02,4,up to 4,2.0,1,with a view,5,very good,3030,860,1923,0,98105,47.6608,-122.26899999999999,4140,19281,2950000
7955,2014-09-02,3,up to 2,1.0,0,without,3,very good,1130,640,1952,0,98125,47.7135,-122.315,1900,7200,420000
234,2014-09-02,3,up to 2,1.5,0,without,5,very good,1620,860,1947,0,98108,47.5575,-122.303,2090,4800,475000
19947,2014-09-02,4,up to 4,2.0,0,without,3,very good,3290,0,2012,0,98029,47.5573,-122.02,3290,10758,801000
19962,2014-09-02,3,up to 4,3.0,0,without,3,very good,1360,50,2006,0,98125,47.7183,-122.31700000000001,1500,1200,358000
10633,2014-09-02,3,up to 4,1.0,0,without,3,very good,1280,520,1979,0,98072,47.7584,-122.145,1960,7675,425000
4969,2014-09-02,4,up to 4,2.0,0,with a view,4,very good,2570,1540,1979,0,98028,47.7382,-122.264,2760,12283,825000
16835,2014-09-02,3,up to 4,1.0,0,without,3,very good,1220,570,1974,0,98034,47.7184,-122.226,2040,7950,392000
3439,2014-09-02,3,up to 4,3.0,0,without,3,very good,1553,0,2014,0,98133,47.7049,-122.34,1509,2431,412000
10632,2014-09-02,4,up to 4,2.0,0,without,3,very good,2700,0,1992,0,98022,47.2087,-122.009,2420,8580,338150
9289,2014-09-02,3,up to 4,1.0,0,without,3,very good,2030,0,1999,0,98070,47.3942,-122.515,1870,109468,565000
16434,2014-09-02,4,more than 4,2.0,0,without,3,very good,3790,2020,2004,0,98033,47.6878,-122.212,3010,7200,1880000
12017,2014-09-02,3,up to 2,1.0,0,without,3,very good,1020,0,1941,0,98115,47.6787,-122.285,2370,6695,485000
12965,2014-09-02,2,up to 4,2.0,0,with a view,4,very good,1810,580,1949,1982,98146,47.5101,-122.391,2390,12852,787500
7636,2014-09-02,3,up to 2,1.0,0,without,3,very good,1140,0,1942,0,98103,47.6897,-122.337,1370,5000,460000
4064,2014-09-02,3,up to 2,1.0,0,without,3,very good,1310,0,1962,0,98034,47.7296,-122.241,1310,8370,300000
6920,2014-09-02,3,up to 4,3.0,0,without,3,very good,1330,0,2004,0,98117,47.6835,-122.387,1330,1113,375000
20465,2014-09-02,4,up to 4,2.0,0,without,3,very good,2890,0,2011,0,98038,47.3494,-122.044,2380,5738,416000
19025,2014-09-02,4,up to 2,1.0,0,without,5,very good,720,720,1954,0,98166,47.4571,-122.345,1820,6784,285000
21450,2014-09-02,3,up to 4,3.0,0,without,3,very good,1630,0,2008,0,98103,47.6904,-122.34700000000001,1320,1605,385000
15544,2014-09-02,3,up to 4,2.0,0,without,3,very good,1520,0,2005,0,98108,47.5245,-122.33,1460,2550,207000
18434,2014-09-02,3,up to 2,1.0,0,without,4,very good,1540,0,1909,0,98126,47.522,-122.375,1220,7740,384950
13510,2014-09-02,3,up to 2,1.0,0,without,4,very good,960,0,1906,0,98117,47.6758,-122.369,1580,5000,477000
18238,2014-09-02,3,up to 4,2.0,0,without,3,very good,2830,0,2006,0,98019,47.7382,-121.975,3557,9159,539000
6973,2014-09-02,3,up to 2,1.0,0,without,4,very good,1590,0,1956,0,98004,47.5855,-122.194,1970,8970,750000
15020,2014-09-02,2,up to 2,1.0,0,without,3,very good,600,200,1929,0,98115,47.6979,-122.325,1720,6800,330000
755,2014-09-02,3,up to 2,1.0,0,without,3,very good,1070,530,1979,0,98023,47.3272,-122.355,2140,14960,316500
9500,2014-09-02,4,up to 4,1.0,0,without,4,very good,2000,720,1979,0,98075,47.5851,-122.073,2720,18295,645000
17023,2014-09-02,3,up to 4,2.0,0,without,4,very good,1480,0,1996,0,98010,47.3293,-122.001,1810,9601,269950
1930,2014-09-02,5,up to 4,1.0,0,without,3,very good,1220,760,1990,0,98118,47.5173,-122.275,1970,3868,333800
2307,2014-09-02,4,up to 2,2.0,0,without,5,very good,2490,360,1954,0,98004,47.5892,-122.20299999999999,2430,10454,993000
17740,2014-09-02,3,up to 2,1.0,0,without,3,very good,1270,0,1968,0,98052,47.6703,-122.15,1560,8250,447000
13397,2014-09-02,2,up to 2,1.0,0,without,3,very good,770,0,1953,0,98155,47.7547,-122.323,1290,8407,269000
7146,2014-09-02,4,up to 4,2.0,0,without,5,very good,1830,410,1949,0,98118,47.5598,-122.27,1530,4800,530000
12344,2014-09-02,3,up to 4,1.5,0,without,3,very good,1270,500,1929,0,98117,47.6807,-122.36399999999999,1400,4680,643002
18619,2014-09-02,3,up to 2,2.0,0,without,4,very good,1750,0,1929,0,98115,47.6792,-122.31,2240,4590,707900
7168,2014-09-02,3,up to 2,1.0,0,without,4,very good,1680,300,1946,0,98010,47.3402,-122.046,1980,13664,570000
9941,2014-09-02,3,up to 2,1.5,0,without,5,very good,1550,0,1953,0,98125,47.72,-122.31700000000001,1050,7210,453500
18026,2014-09-02,4,up to 4,2.0,0,without,3,very good,2430,0,2003,0,98038,47.3558,-122.01299999999999,2430,6028,409950
10448,2014-09-02,4,up to 2,2.0,0,with a view,3,very good,2380,0,1925,0,98118,47.5682,-122.275,2112,6600,855000
9933,2014-09-02,4,up to 4,1.5,0,without,4,very good,1610,880,1922,0,98103,47.6551,-122.344,1420,4000,749500
8672,2014-09-02,3,up to 2,2.0,0,without,3,very good,1610,0,1927,0,98155,47.7527,-122.306,1610,9107,270000
1330,2014-09-02,4,up to 4,1.0,0,without,5,very good,1590,840,1968,0,98155,47.7761,-122.285,2430,9600,605000
3952,2014-09-02,4,up to 4,2.0,0,without,3,very good,3150,0,2001,0,98075,47.5966,-122.01700000000001,3150,6986,700000
6583,2014-09-02,3,up to 2,1.0,0,without,3,very good,1120,0,1965,0,98146,47.5112,-122.359,1120,5000,230000
9132,2014-09-02,5,up to 2,1.0,0,without,4,bad,1740,0,1958,0,98059,47.4809,-122.15299999999999,2760,10749,320000
17660,2014-09-02,2,up to 2,1.0,0,without,4,very good,930,0,1909,0,98115,47.6733,-122.296,1740,4300,500000
18337,2014-09-02,3,up to 2,1.0,0,without,4,very good,1240,470,1974,0,98031,47.4094,-122.175,1840,7245,273148
4334,2014-09-02,3,up to 4,1.0,0,with a view,4,very good,1600,0,1958,0,98022,47.1991,-122.01299999999999,1600,39848,380000
6234,2014-09-02,3,up to 4,3.0,0,without,3,very good,1350,380,2009,0,98102,47.6224,-122.32600000000001,1830,3300,635000
10854,2014-09-03,3,up to 4,3.0,0,without,3,very good,2520,0,1990,0,98106,47.5664,-122.359,1130,5000,540000
16826,2014-09-03,2,up to 2,2.0,0,without,3,very good,1050,180,2009,0,98112,47.6193,-122.304,1100,1230,540000
4665,2014-09-03,3,up to 4,2.0,0,without,3,very good,2360,0,1998,0,98065,47.537,-121.87100000000001,2420,5620,441500
2822,2014-09-03,3,up to 4,1.0,0,without,3,very good,1590,490,1979,0,98077,47.7506,-122.06299999999999,2270,51836,460000
18814,2014-09-03,5,up to 4,2.0,0,without,3,very good,3170,0,2014,0,98074,47.5937,-122.061,3210,6891,919950
5647,2014-09-03,4,up to 2,1.0,0,without,4,very good,1150,1150,1962,0,98003,47.3282,-122.33200000000001,1230,8400,258750
8503,2014-09-03,2,up to 2,1.0,0,without,3,very good,880,0,1910,1970,98199,47.6575,-122.402,1880,6000,415000
14974,2014-09-03,3,up to 4,2.0,0,without,3,very good,2250,0,2004,0,98075,47.5908,-122.01700000000001,2250,4721,589000
12923,2014-09-03,4,up to 4,2.0,0,without,3,very good,2340,0,1990,0,98042,47.373999999999995,-122.125,2340,11188,360000
16885,2014-09-03,4,up to 4,2.0,0,without,3,very good,1730,0,1920,0,98168,47.4738,-122.264,1500,12104,265000
8591,2014-09-03,1,up to 2,1.0,0,without,2,bad,570,0,1918,0,98136,47.5517,-122.385,1530,6000,310000
12989,2014-09-03,4,up to 4,2.0,0,without,3,very good,3370,0,1999,0,98007,47.6591,-122.147,2950,9949,1140000
21225,2014-09-03,3,up to 2,2.0,0,without,3,very good,950,508,2014,0,98144,47.592,-122.29299999999999,1458,3000,620000
5758,2014-09-03,4,up to 4,2.0,0,without,3,very good,3150,0,2001,0,98075,47.5959,-122.01799999999999,3150,9318,705000
2248,2014-09-03,3,up to 2,1.0,0,without,4,very good,1300,1300,1968,0,98010,47.3402,-122.046,1980,13664,700000
4838,2014-09-03,5,up to 2,1.5,0,without,3,very good,2210,530,1962,0,98155,47.7352,-122.29700000000001,2130,8232,407500
3919,2014-09-03,3,up to 2,1.0,0,without,3,very good,1480,0,1959,0,98007,47.5914,-122.13600000000001,2100,10517,475000
17362,2014-09-03,3,up to 4,3.0,0,with a view,3,very good,2230,0,1996,0,98118,47.558,-122.265,2230,7200,836500
21110,2014-09-03,3,up to 4,3.0,0,without,3,very good,1280,0,2009,0,98105,47.662,-122.324,1450,1889,545000
17793,2014-09-03,2,up to 2,1.0,0,without,3,bad,720,0,1943,0,98027,47.5267,-122.03200000000001,1760,7250,330000
433,2014-09-03,3,up to 4,2.0,0,without,3,very good,1490,0,2005,0,98055,47.4324,-122.197,1490,2094,237000
18929,2014-09-03,3,up to 4,2.0,0,without,3,very good,1620,0,2001,0,98019,47.736000000000004,-121.965,1620,4644,345000
21349,2014-09-03,3,up to 4,2.0,0,without,3,very good,1450,0,2009,0,98028,47.7611,-122.23299999999999,1490,4667,382000
4783,2014-09-03,3,up to 4,2.0,0,without,3,very good,1400,660,2007,0,98119,47.6543,-122.37299999999999,1910,2951,497000
18955,2014-09-03,3,up to 2,1.0,0,without,5,very good,970,770,1953,0,98116,47.577,-122.395,1740,7250,577000
10908,2014-09-03,3,up to 4,2.0,0,without,3,very good,1690,0,2005,0,98053,47.6768,-122.029,1690,3129,449000
15222,2014-09-03,3,up to 4,2.0,0,without,3,very good,1890,90,2009,0,98027,47.5456,-122.016,2160,2240,615000
10897,2014-09-03,2,up to 2,1.5,0,without,3,very good,1510,0,1939,0,98199,47.6415,-122.40100000000001,1470,6000,535000
2455,2014-09-03,2,up to 2,1.0,0,without,5,very good,810,0,1948,0,98133,47.7346,-122.352,830,7500,408000
2199,2014-09-03,4,up to 4,2.0,0,without,3,very good,3110,0,2005,0,98065,47.5408,-121.861,3110,7075,585000
12581,2014-09-03,5,up to 4,2.0,0,without,3,very good,3940,0,2007,0,98065,47.5435,-121.88799999999999,3550,8468,695000
15040,2014-09-03,3,up to 2,1.0,0,without,3,very good,1030,570,1941,0,98112,47.6348,-122.281,2150,4000,690000
2470,2014-09-03,2,up to 2,1.5,0,without,4,very good,1510,0,1921,0,98133,47.7212,-122.331,2210,8851,549000
11167,2014-09-03,4,up to 2,1.0,0,without,3,very good,1080,300,1928,0,98125,47.7093,-122.306,1770,7503,477000
14985,2014-09-03,2,up to 2,1.0,0,without,3,very good,1220,0,1961,0,98117,47.6957,-122.36399999999999,1420,5040,555950
8426,2014-09-03,3,up to 2,1.0,0,without,3,very good,1790,0,1937,1964,98146,47.508,-122.337,830,6120,225000
224,2014-09-03,3,up to 4,2.0,0,without,3,very good,2020,0,1994,0,98038,47.3828,-122.023,2020,8031,328000
18401,2014-09-03,3,up to 4,2.0,0,without,3,very good,3040,0,2005,0,98042,47.3508,-122.163,2650,6054,410000
8949,2014-09-03,2,up to 2,1.0,0,without,4,very good,930,0,1953,0,98115,47.6952,-122.275,1770,6000,420000
13879,2014-09-03,3,up to 2,1.0,0,without,3,very good,1000,0,1947,0,98125,47.7142,-122.319,1000,6947,390000
1612,2014-09-03,3,up to 2,1.5,0,without,4,very good,1550,0,1926,0,98118,47.5387,-122.265,1590,5000,425000
8075,2014-09-03,4,up to 4,1.5,0,without,4,very good,1690,1020,1995,0,98075,47.5836,-122.046,2110,35656,710000
14272,2014-09-03,3,up to 2,1.0,0,without,4,very good,1360,0,1955,0,98006,47.5697,-122.177,1440,11250,499950
13966,2014-09-03,3,up to 4,2.0,0,without,3,very good,1180,0,1987,0,98034,47.7112,-122.238,1860,10390,400000
5362,2014-09-03,4,up to 4,2.0,0,without,3,very good,2160,0,1983,0,98028,47.7438,-122.24600000000001,2840,10535,518000
2039,2014-09-03,4,up to 4,2.0,0,without,3,very good,2530,0,1974,0,98031,47.3939,-122.177,2650,24700,340000
1589,2014-09-03,4,up to 2,1.5,0,without,3,very good,1420,0,1950,0,98115,47.6844,-122.302,1420,6180,475000
13423,2014-09-03,2,up to 4,3.0,0,without,3,very good,1290,0,2007,0,98107,47.6718,-122.382,1290,1332,481000
12069,2014-09-03,2,up to 2,1.0,0,with a view,4,very good,1140,1330,1916,0,98126,47.5599,-122.37799999999999,1790,5175,597000
13474,2014-09-03,3,up to 2,1.5,0,without,3,very good,1290,300,1933,1989,98168,47.4817,-122.28,2990,6464,295500
11284,2014-09-03,4,up to 4,2.0,0,without,3,very good,3320,0,1999,0,98074,47.6247,-122.016,3040,54450,813000
9569,2014-09-03,4,up to 4,1.5,0,without,3,very good,1540,990,1925,2014,98112,47.6287,-122.3,1640,4560,785950
9416,2014-09-03,4,up to 4,1.5,0,without,4,very good,1140,550,1912,0,98117,47.6825,-122.37899999999999,1600,4590,591500
2976,2014-09-03,2,up to 2,1.0,0,without,3,very good,1060,860,1937,0,98199,47.6497,-122.39299999999999,2070,6250,495000
20378,2014-09-03,3,up to 4,3.0,0,without,3,very good,1420,0,2008,0,98103,47.6801,-122.348,1350,1415,467000
1067,2014-09-03,3,up to 4,2.0,0,with a view,3,very good,1410,0,1988,0,98198,47.3983,-122.31,2050,8909,318000
19699,2014-09-03,2,up to 4,2.0,0,without,3,very good,1340,90,2005,0,98115,47.6765,-122.301,1430,1016,522500
11505,2014-09-03,4,up to 4,2.0,0,without,3,excelent,4330,0,1997,0,98074,47.6009,-122.01100000000001,5110,26319,1210000
7483,2014-09-03,2,up to 2,1.0,0,without,3,very good,1010,0,1950,0,98116,47.5838,-122.382,2310,5000,375000
15663,2014-09-03,3,up to 2,1.0,0,without,3,very good,1330,660,1941,0,98199,47.65,-122.415,2630,6780,779000
1170,2014-09-03,3,up to 4,2.0,0,without,3,very good,2010,0,2008,0,98027,47.545,-122.015,2350,3600,605000
12458,2014-09-03,3,up to 2,1.5,0,without,5,very good,1450,0,1910,0,98055,47.4299,-122.199,1360,10400,257000
7714,2014-09-03,3,up to 2,1.0,0,without,3,very good,1100,0,1960,0,98118,47.5433,-122.28299999999999,1020,5000,249900
9058,2014-09-03,4,up to 4,2.0,0,without,3,very good,3770,0,2003,0,98010,47.3552,-121.99,3380,42689,665000
19545,2014-09-03,4,up to 4,2.0,0,without,4,very good,1800,0,2004,0,98031,47.394,-122.18299999999999,2010,5050,321000
13757,2014-09-03,4,up to 4,2.0,0,with a view,4,excelent,5370,0,1990,0,98198,47.405,-122.331,2770,22270,1350000
15477,2014-09-03,3,up to 4,1.0,0,with a view,3,very good,2330,0,1996,0,98074,47.655,-122.087,3320,17461,665000
14699,2014-09-03,4,up to 4,2.0,0,without,3,very good,2530,500,1947,2000,98105,47.6695,-122.266,2070,6820,998000
4906,2014-09-03,3,up to 4,1.0,0,without,3,very good,1530,580,1980,0,98023,47.3088,-122.34100000000001,2640,7777,298700
1768,2014-09-03,4,up to 4,2.5,0,with a view,4,very good,3670,700,1907,1994,98033,47.6878,-122.215,2980,22863,2350000
8846,2014-09-03,3,up to 2,1.0,0,without,3,very good,2350,0,1993,0,98014,47.6527,-121.949,2300,209088,539000
9294,2014-09-03,3,up to 4,1.5,0,without,5,very good,1520,660,1939,0,98112,47.6412,-122.302,1850,4200,727000
9677,2014-09-03,3,up to 2,1.0,0,without,5,very good,960,400,1971,0,98058,47.4351,-122.17299999999999,1830,9000,296000
20197,2014-09-03,3,up to 4,2.0,0,without,3,very good,1100,350,2009,0,98126,47.5664,-122.37,1450,1478,380000
18333,2014-09-03,3,up to 4,2.0,0,without,3,very good,1870,0,2003,0,98058,47.4521,-122.12100000000001,1900,3920,345000
11521,2014-09-03,3,up to 4,1.0,0,without,3,very good,1710,1230,1996,0,98033,47.6681,-122.184,2540,4616,589000
3269,2014-09-03,3,up to 4,2.0,0,without,4,very good,2100,0,1979,0,98008,47.6068,-122.11200000000001,2420,18135,600000
8178,2014-09-03,3,up to 4,2.0,0,without,3,very good,1730,0,1994,0,98003,47.2621,-122.30799999999999,1780,6930,258000
3653,2014-09-03,4,up to 4,2.0,0,without,3,very good,2970,0,1993,0,98053,47.6717,-122.025,3100,31105,715000
11264,2014-09-03,2,up to 4,2.0,0,without,3,very good,1900,0,2006,0,98053,47.7029,-122.015,1510,3876,530000
11263,2014-09-03,3,up to 4,1.0,0,without,3,very good,1450,810,1962,0,98072,47.7657,-122.131,2140,44431,514000
11353,2014-09-03,6,up to 4,2.0,0,without,5,very good,2120,0,1979,0,98055,47.4788,-122.227,1860,8000,317000
4517,2014-09-03,3,up to 4,3.0,0,without,3,very good,1430,0,2005,0,98103,47.6916,-122.34100000000001,1430,1383,407000
749,2014-09-03,4,up to 2,1.0,0,without,3,very good,1070,440,1970,0,98034,47.7121,-122.214,1450,6630,435000
18593,2014-09-03,3,up to 4,2.0,0,without,3,very good,2270,0,1999,0,98065,47.5329,-121.87899999999999,2360,4427,480000
13127,2014-09-04,4,up to 2,1.5,0,without,3,very good,1370,0,1961,0,98198,47.4224,-122.289,1370,9181,219000
20824,2014-09-04,5,up to 4,2.0,0,without,3,very good,2810,750,2013,0,98106,47.5542,-122.359,2910,5026,616950
20837,2014-09-04,1,up to 2,1.0,0,without,3,very good,730,0,2009,0,98144,47.5943,-122.29899999999999,1020,2044,325000
9979,2014-09-04,3,up to 2,1.0,0,without,4,very good,1680,0,1967,0,98005,47.6028,-122.167,1880,7770,530000
3441,2014-09-04,2,up to 2,1.0,0,without,3,very good,790,0,1944,0,98178,47.4933,-122.245,1380,6946,100000
2983,2014-09-04,4,up to 4,2.0,0,with a view,4,very good,2130,0,1961,0,98006,47.5672,-122.161,2550,8800,802000
20533,2014-09-04,4,up to 4,2.0,0,without,3,very good,2750,760,2010,0,98065,47.5168,-121.87,3090,5866,540000
16050,2014-09-04,4,up to 4,2.0,0,without,3,very good,3010,0,2000,0,98056,47.5212,-122.19200000000001,2960,6515,568500
14070,2014-09-04,5,more than 4,2.0,1,with a view,4,excelent,4440,1760,1989,0,98008,47.605,-122.11200000000001,2940,13525,3300000
16208,2014-09-04,3,up to 4,1.5,0,with a view,5,very good,1450,780,1928,0,98178,47.5078,-122.236,2060,7200,439000
16598,2014-09-04,3,up to 2,1.0,0,without,4,very good,1760,0,1943,0,98166,47.4783,-122.338,1190,9900,229000
9151,2014-09-04,3,up to 2,1.0,0,without,3,very good,1760,0,1998,0,98030,47.3838,-122.184,2590,6255,295000
20727,2014-09-04,3,up to 4,2.0,0,without,3,very good,1300,145,2005,0,98027,47.5339,-122.06700000000001,1410,1336,355000
15344,2014-09-04,2,up to 4,2.0,0,without,5,very good,1870,460,1927,1979,98112,47.6316,-122.28200000000001,2950,7200,1050000
1722,2014-09-04,3,up to 2,1.0,0,without,5,very good,1240,0,1959,0,98056,47.5233,-122.185,1810,10800,350000
1702,2014-09-04,3,up to 4,2.0,0,without,3,very good,1820,0,1978,0,98034,47.7208,-122.236,1850,8437,469000
17627,2014-09-04,3,up to 2,1.0,0,without,3,very good,1180,0,1950,0,98115,47.6853,-122.286,1680,6000,507000
17646,2014-09-04,3,up to 4,2.5,0,without,3,very good,1650,590,1901,0,98102,47.6244,-122.32600000000001,1716,3120,625000
5555,2014-09-04,3,up to 2,1.0,0,without,4,very good,1380,0,1968,0,98075,47.5951,-122.036,1380,15426,406430
954,2014-09-04,4,up to 4,2.0,0,with a view,3,very good,2670,0,1916,1978,98126,47.5784,-122.37700000000001,2300,5000,550000
2361,2014-09-04,5,up to 2,1.0,0,without,3,very good,1160,760,1961,0,98168,47.4756,-122.294,1920,11520,230000
16209,2014-09-04,5,up to 4,1.0,0,without,3,very good,2350,0,1961,0,98178,47.4939,-122.256,1570,11440,277554
19253,2014-09-04,3,up to 4,3.0,0,with a view,3,very good,1640,180,1998,0,98103,47.6523,-122.346,1440,1290,504500
9134,2014-09-04,3,up to 2,1.0,0,without,4,very good,1180,0,1963,0,98034,47.7267,-122.241,1700,7210,383001
18915,2014-09-04,3,up to 4,3.0,0,without,3,very good,1484,0,2003,0,98115,47.6844,-122.31700000000001,1484,4320,365000
12739,2014-09-04,4,up to 2,1.0,0,without,3,very good,1370,400,1967,0,98008,47.6208,-122.09899999999999,2040,9587,606150
4810,2014-09-04,3,up to 2,1.0,0,without,3,very good,1040,400,1953,0,98108,47.5468,-122.29299999999999,1370,4268,285000
11647,2014-09-04,3,up to 2,1.0,0,without,4,very good,1740,1340,1965,0,98166,47.4695,-122.366,2100,15100,530000
3936,2014-09-04,3,up to 2,1.0,0,without,4,very good,1040,500,1919,0,98103,47.6985,-122.348,1200,5400,433500
5727,2014-09-04,3,up to 4,3.0,0,without,3,very good,1610,0,2000,0,98115,47.6776,-122.318,1540,3090,499000
21286,2014-09-04,4,up to 4,2.0,0,without,3,very good,2710,0,2011,0,98065,47.5164,-121.875,2710,5000,540000
16284,2014-09-04,6,up to 4,1.0,0,with a view,5,very good,2440,1390,1962,0,98008,47.5849,-122.113,2500,10400,887000
1831,2014-09-04,5,up to 4,1.5,0,with a view,4,very good,1950,750,1948,0,98133,47.7172,-122.34899999999999,2160,8114,565000
